Fecha,DI-001 NIVEL,PV Nivel FT310,FDBK Nivel FT310,OP Nivel FT310,PV Nivel FT311,FDBK Nivel FT311,OP Nivel FT311,PV Nivel FT312,FDBK Nivel FT312,OP Nivel FT312,PV Nivel FT313,FDBK Nivel FT313,OP Nivel FT313,PV Nivel FT314,FDBK Nivel FT314,OP Nivel FT314,PV Nivel FT315,FDBK Nivel FT315,OP Nivel FT315,PV Nivel FT316,FDBK Nivel FT316,OP Nivel FT316,PV Nivel FT317,FDBK Nivel FT317,OP Nivel FT317,PV Aire FT310,PV Aire FT311,PV Aire FT312,PV Aire FT313,PV Aire FT314,PV Aire FT315,PV Aire FT316,PV Aire FT317
2024-04-04T15:54:45.000Z,94.644203186,22.3978939056,64.9454803467,65.0,9.9876651764,69.7199783325,69.7855911255,3.3049595356,57.5034751892,58.893081665,10.4838447571,93.433883667,92.7326660156,8.468539238,48.6012802124,48.245929718,8.4716806412,95.0729446411,96.3390350342,8.2663259506,65.1376037598,64.4733047485,7.42324543,64.4617996216,64.3157730103,60.8826789856,200.0074920654,260.280090332,90.2096939087,69.9195022583,70.094909668,69.9665908813,60.3165931702
2024-04-04T15:54:50.000Z,94.6308670044,21.9822769165,64.9454803467,65.0,9.9244632721,69.7628250122,69.8563461304,3.3026685715,57.1812171936,58.2957763672,10.2265434265,93.6577529907,92.9161453247,8.6178712845,48.4678268433,48.0720214844,8.7949781418,94.6141891479,95.7777175903,8.1312932968,65.0870513916,64.5994491577,7.446659565,64.4695053101,64.1453704834,61.1518440247,200.1616516113,260.3692932129,90.2158889771,69.9243087769,70.1063842773,69.9861831665,60.3260993958
2024-04-04T15:54:55.000Z,94.6046295166,21.6278266907,64.9454803467,65.0,9.861261367800001,69.4732131958,69.9271011353,3.3003773689,57.4305267334,57.6984710693,10.1470222473,93.6259841919,93.0996170044,8.9035902023,47.8123550415,47.8981132507,8.983625412,94.2937927246,95.2164001465,7.9962601662,65.0364990234,64.7255935669,7.6075158119,64.2939529419,63.9749603271,61.275642395,200.3157958984,260.4584960938,90.2263565063,69.9317092896,70.1178588867,70.0057754517,60.3356018066
2024-04-04T15:55:00.000Z,94.5213088989,21.5439052582,64.9454803467,65.0,9.7980604172,69.1836090088,69.8768692017,3.2980864048000003,57.6798362732,58.1516799927,10.0675020218,93.5942077637,92.8190612793,9.1893091202,47.156879425,47.9846992493,9.1722736359,93.9733963013,94.6152114868,7.8612270355,64.9859390259,64.8315582275,7.7683720589,64.1183929443,63.7985954285,60.7564735413,200.4699401855,260.5477294922,90.236831665,69.9391098022,70.1293258667,70.0253753662,60.3451042175
2024-04-04T15:55:05.000Z,94.4379882812,21.459985733,64.9454803467,65.0,9.7348585129,69.1132965088,69.7406082153,3.2586019039,57.9291496277,59.3519706726,10.2601747513,93.4528121948,92.2085037231,9.1253213882,46.9131355286,48.2565422058,9.454832077,93.5836257935,93.9856643677,7.7261943817,64.9353866577,64.9231719971,7.9292283058,63.9428367615,63.6179924011,60.2373008728,200.5283966064,260.5796813965,90.2472991943,69.9465103149,70.1408004761,70.0449676514,60.3546066284
2024-04-04T15:55:10.000Z,94.3742904663,21.3779983521,64.9454803467,65.0,9.6716566086,69.3945007324,69.604347229,3.1595027447,58.1784591675,60.5522613525,10.8891277313,93.1356887817,91.597946167,8.5008163452,47.329334259,48.5283851624,9.8879108429,93.0826721191,93.3561248779,7.5911617279,64.8848342896,65.0147781372,8.0900840759,63.7672805786,63.4373855591,59.8648796082,200.4335021973,260.5198364258,90.257774353,69.9539108276,70.1522674561,70.0645599365,60.3641090393
2024-04-04T15:55:15.000Z,94.397644043,21.3045806885,64.9454803467,65.0,9.6084547043,69.6756973267,69.6593322754,3.0604038239,58.427772522,60.7734222412,11.5180797577,92.818572998,92.184173584,7.8763103485,47.7455291748,48.9129142761,10.3209896088,92.5817184448,93.3794784546,7.4561285973,64.834274292,64.8405914307,8.2509403229,63.5917205811,63.4045219421,60.1432571411,200.3385925293,260.4600219727,90.2682418823,69.9613113403,70.1637420654,70.0841598511,60.3736114502
2024-04-04T15:55:20.000Z,94.421005249,21.2311630249,64.9454803467,65.0,9.5452537537,69.815071106,69.8505401611,2.9613046646,58.5441360474,60.2971191406,11.4856472015,92.912612915,93.6229019165,7.6040964127,48.1617279053,49.3777160645,10.4528093338,92.3447341919,93.8679122925,7.5490112305,64.7837219238,64.47706604,8.3412017822,63.5111885071,63.4769020081,60.4216346741,200.3316802979,260.4360656738,90.278717041,69.968711853,70.1752090454,70.1037521362,60.3831138611
2024-04-04T15:55:25.000Z,94.4493408203,21.1344604492,64.9454803467,65.0,9.4820518494,69.7238388062,70.0417556763,2.8622057438,58.4443206787,59.8208122253,10.3777627945,93.6752166748,95.061630249,7.90473032,48.577922821,49.8425178528,10.0947608948,92.5369720459,94.3563461304,8.0124988556,64.7331695557,64.1135406494,8.3166694641,63.5851669312,63.5492782593,60.5976295471,200.4678192139,260.4704284668,90.2891845703,69.9761123657,70.1866836548,70.1233444214,60.392616272
2024-04-04T15:55:30.000Z,94.4993591309,20.9363956451,64.9454803467,65.0,9.4188499451,69.6326065063,70.2197723389,2.763106823,58.3445053101,59.7202033997,9.2698793411,94.4378128052,95.295211792,8.2053642273,48.9941215515,49.6399230957,9.7367124557,92.7292098999,94.6815567017,8.4759864807,64.6826095581,64.2060089111,8.2921380997,63.6591453552,63.6489715576,60.3279266357,200.6039581299,260.5047912598,90.299659729,69.9835128784,70.1981582642,70.1429443359,60.4021186829
